Date,Price,Open,High,Low,Change %
2022-03-07,2258.25,2258.25,2258.25,2258.25,-1.44%
2022-03-08,2283.35,2283.35,2283.35,2283.35,1.11%
2022-03-09,2364.02,2364.02,2364.02,2364.02,3.53%
2022-03-10,2353.58,2353.58,2353.58,2353.58,-0.44%
2022-03-11,2366.49,2366.49,2366.49,2366.49,0.55%
2022-03-14,2381.02,2381.02,2381.02,2381.02,0.61%
2022-03-15,2380.17,2380.17,2380.17,2380.17,-0.04%
2022-03-16,2427.25,2427.25,2427.25,2427.25,1.98%
2022-03-17,2437.86,2437.86,2437.86,2437.86,0.44%
2022-03-18,2434.42,2434.42,2434.42,2434.42,-0.14%
2022-03-21,2444.14,2444.14,2444.14,2444.14,0.40%
2022-03-22,2464.19,2464.19,2464.19,2464.19,0.82%
2022-03-23,2449.62,2449.62,2449.62,2449.62,-0.59%
2022-03-24,2450.6,2450.6,2450.6,2450.6,0.04%
2022-03-25,2462.42,2462.42,2462.42,2462.42,0.48%
2022-03-28,2463.75,2463.75,2463.75,2463.75,0.05%
2022-03-29,2491.13,2491.13,2491.13,2491.13,1.11%
2022-03-30,2482.7,2482.7,2482.7,2482.7,-0.34%
2022-03-31,2482.7,2467.17,2467.17,2467.17,0.00%
2022-04-01,2479.38,2479.38,2479.38,2479.38,-0.13%
2022-04-04,2480.68,2480.68,2480.68,2480.68,0.05%
2022-04-05,2472.24,2472.24,2472.24,2472.24,-0.34%
2022-04-06,2444.58,2444.58,2444.58,2444.58,-1.12%
2022-04-07,2444.58,2444.31,2444.31,2444.31,0.00%
2022-04-08,2470.54,2470.54,2470.54,2470.54,1.06%
2022-04-11,2469.85,2469.85,2469.85,2469.85,-0.03%
2022-04-12,2471.39,2471.39,2471.39,2471.39,0.06%
2022-04-13,2471.39,2482.44,2482.44,2482.44,0.00%
2022-04-14,2482.44,2494.47,2494.47,2494.47,0.45%
2022-04-15,2494.47,2494.47,2494.47,2494.47,0.48%
2022-04-19,2502.06,2502.06,2502.06,2502.06,0.30%
2022-04-20,2510.14,2510.14,2510.14,2510.14,0.32%
2022-04-21,2510.14,2515.86,2515.86,2515.86,0.00%
2022-04-22,2486.53,2486.53,2486.53,2486.53,-0.94%
2022-04-25,2466.4,2466.4,2466.4,2466.4,-0.81%
2022-04-26,2457.54,2457.54,2457.54,2457.54,-0.36%
2022-04-27,2457.54,2456.96,2456.96,2456.96,0.00%
2022-04-28,2469.95,2469.95,2469.95,2469.95,0.50%
2022-04-29,2469.95,2475.26,2475.26,2475.26,0.00%
2022-05-02,2460.76,2460.76,2460.76,2460.76,-0.37%
2022-05-03,2474.68,2474.68,2474.68,2474.68,0.57%
2022-05-04,2472.68,2472.68,2472.68,2472.68,-0.08%
2022-05-05,2451.15,2451.15,2451.15,2451.15,-0.87%
2022-05-06,2436.37,2436.37,2436.37,2436.37,-0.60%
2022-05-09,2395.39,2395.39,2395.39,2395.39,-1.68%
2022-05-10,2404.06,2404.06,2404.06,2404.06,0.36%
2022-05-11,2431.54,2431.54,2431.54,2431.54,1.14%
2022-05-12,2431.54,2419.59,2419.59,2419.59,0.00%
2022-05-13,2419.59,2453.52,2453.52,2453.52,-0.49%
